year,week,SMN,SMT,VCI,TCI,VHI,area
2012,4,0.06,260.13,38.71,45.61,42.16,Kiev
2012,5,0.058,259.62,34.81,52.87,43.84,Kiev
2012,6,0.057,259.93,31.53,58.06,44.8,Kiev
2012,7,0.056,260.88,26.88,60.4,43.64,Kiev
2012,8,0.06,262.97,26.65,58.5,42.58,Kiev
2012,9,0.066,265.31,27.63,56.07,41.85,Kiev
2012,10,0.077,268.33,29.04,52.71,40.88,Kiev
2012,11,0.099,272.27,34.98,44.11,39.54,Kiev
2012,12,0.124,276.17,41.05,40.13,40.59,Kiev
2012,13,0.151,279.9,46.49,36.4,41.44,Kiev
2012,14,0.179,283.42,50.52,31.03,40.77,Kiev
2012,15,0.212,286.77,55.28,27.06,41.17,Kiev
2012,16,0.253,289.79,60.72,24.64,42.68,Kiev
2012,17,0.299,292.58,67.15,19.86,43.51,Kiev
2012,18,0.341,294.46,70.95,19.06,45.0,Kiev
2012,19,0.375,295.7,71.8,21.2,46.5,Kiev
2012,20,0.398,296.19,67.83,28.3,48.07,Kiev
2012,21,0.412,296.09,62.17,37.07,49.62,Kiev
2012,22,0.447,296.99,73.71,31.85,52.78,Kiev
2012,23,0.464,297.44,77.39,30.0,53.69,Kiev
2012,24,0.473,297.71,79.47,28.78,54.13,Kiev
2012,25,0.48,298.03,81.69,26.54,54.11,Kiev
2012,26,0.482,298.19,82.24,24.61,53.43,Kiev
2012,27,0.477,298.71,80.2,21.16,50.68,Kiev
2012,28,0.475,299.0,81.66,20.1,50.88,Kiev
2012,29,0.465,298.95,78.8,23.22,51.01,Kiev
2012,30,0.456,298.78,77.32,28.71,53.02,Kiev
2012,31,0.447,298.5,75.2,31.43,53.32,Kiev
2012,32,0.437,297.95,73.26,33.71,53.48,Kiev
2012,33,0.425,296.96,71.48,36.7,54.09,Kiev
2012,34,0.411,295.94,70.14,37.44,53.79,Kiev
2012,35,0.398,294.93,71.14,35.91,53.53,Kiev
2012,36,0.389,294.48,76.52,25.2,50.86,Kiev
2012,37,0.375,293.81,81.18,17.4,49.29,Kiev
2012,38,0.353,292.52,80.45,12.63,46.54,Kiev
2012,39,0.328,290.9,78.24,9.37,43.8,Kiev
2012,40,0.304,289.25,77.89,7.14,42.51,Kiev
2012,41,0.278,287.73,76.84,4.02,40.43,Kiev
2012,42,0.247,285.41,72.07,7.07,39.57,Kiev
2012,43,0.22,282.6,69.21,13.93,41.57,Kiev
2012,44,0.196,280.37,68.35,7.86,38.1,Kiev
2012,45,0.175,277.75,68.59,11.1,39.84,Kiev
2012,46,0.155,274.83,69.41,17.53,43.47,Kiev
2012,47,0.13,271.34,65.64,26.45,46.05,Kiev
2012,48,0.104,266.51,53.83,43.29,48.56,Kiev
2012,49,0.081,260.61,39.12,60.84,49.98,Kiev
2012,50,0.063,255.47,29.43,73.0,51.21,Kiev
2012,51,0.05,252.5,21.58,76.77,49.17,Kiev
2012,52,0.044,252.07,18.28,74.22,46.25,Kiev
2013,1,0.045,253.98,20.66,64.97,42.82,Kiev
2013,2,0.043,253.16,20.2,67.75,43.98,Kiev
2013,3,0.042,251.82,21.7,73.44,47.56,Kiev
2013,4,0.042,252.01,24.02,75.13,49.57,Kiev
2013,5,0.045,254.06,25.95,72.57,49.26,Kiev
2013,6,0.047,255.95,25.56,71.7,48.62,Kiev
2013,7,0.051,258.58,25.36,67.9,46.62,Kiev
2013,8,0.059,261.6,26.8,63.18,44.98,Kiev
2013,9,0.068,264.09,28.89,60.85,44.86,Kiev
2013,10,0.076,266.13,28.25,62.1,45.15,Kiev
2013,11,0.085,267.93,27.28,64.49,45.86,Kiev
2013,12,0.1,270.47,27.29,66.29,46.77,Kiev
2013,13,0.119,274.05,28.25,66.22,47.23,Kiev
2013,14,0.147,278.14,31.23,64.09,47.66,Kiev
2013,15,0.186,282.94,38.72,56.6,47.66,Kiev
2013,16,0.23,287.46,46.5,45.0,45.75,Kiev
2013,17,0.274,291.09,52.97,35.21,44.09,Kiev
2013,18,0.317,293.42,57.94,31.42,44.68,Kiev
2013,19,0.353,294.81,59.15,31.69,45.42,Kiev
2013,20,0.385,295.84,60.07,33.07,46.57,Kiev
2013,21,0.414,296.72,63.07,32.39,47.73,Kiev
2013,22,0.437,297.18,65.93,31.61,48.77,Kiev
2013,23,0.458,297.5,70.98,31.43,51.2,Kiev
2013,24,0.474,297.73,76.5,30.81,53.66,Kiev
2013,25,0.482,297.96,79.33,29.85,54.59,Kiev
2013,26,0.482,298.01,78.1,29.62,53.86,Kiev
2013,27,0.48,297.9,77.26,32.46,54.86,Kiev
2013,28,0.475,297.67,76.55,37.09,56.82,Kiev
2013,29,0.47,297.65,77.1,39.57,58.34,Kiev
2013,30,0.463,297.85,77.22,40.22,58.73,Kiev
2013,31,0.449,297.74,73.61,41.72,57.67,Kiev
2013,32,0.431,297.33,68.2,43.57,55.89,Kiev
2013,33,0.411,296.52,61.75,46.3,54.03,Kiev
2013,34,0.384,295.1,53.51,53.48,53.49,Kiev
2013,35,0.349,292.72,44.18,68.3,56.24,Kiev
2013,36,0.314,290.43,37.05,78.01,57.53,Kiev
2013,37,0.284,288.5,34.8,81.41,58.11,Kiev
2013,38,0.264,286.76,34.45,83.84,59.15,Kiev
2013,39,0.247,285.36,34.34,81.59,57.97,Kiev
2013,40,0.23,283.6,34.91,77.86,56.39,Kiev
2013,41,0.21,282.26,35.3,65.39,50.35,Kiev
2013,42,0.196,281.38,40.92,44.56,42.74,Kiev
2013,43,0.176,280.54,43.78,28.2,35.99,Kiev
2013,44,0.156,279.33,44.57,15.95,30.26,Kiev
2013,45,0.147,278.0,50.65,11.09,30.86,Kiev
2013,46,0.134,275.22,55.48,15.13,35.31,Kiev
2013,47,0.122,272.45,59.63,19.73,39.66,Kiev
2013,48,0.11,270.07,59.51,26.24,42.86,Kiev
2013,49,0.098,268.04,54.66,30.32,42.47,Kiev
2013,50,0.093,266.42,56.87,31.49,44.17,Kiev
2013,51,0.086,264.75,54.99,31.58,43.27,Kiev
2013,52,0.082,264.05,55.42,30.71,43.07,Kiev
2014,1,0.079,262.85,55.0,32.0,43.5,Kiev
2014,2,0.077,260.44,53.63,39.8,46.72,Kiev
2014,3,0.077,258.7,54.44,47.0,50.71,Kiev
2014,4,0.083,259.21,59.27,47.49,53.37,Kiev
2014,5,0.091,261.85,62.86,42.8,52.82,Kiev
2014,6,0.1,265.91,64.6,33.79,49.19,Kiev
2014,7,0.114,270.14,66.76,23.22,44.97,Kiev
2014,8,0.133,274.5,71.57,12.65,42.09,Kiev
2014,9,0.156,278.14,77.55,6.21,41.85,Kiev
2014,10,0.178,281.23,80.98,3.31,42.12,Kiev
2014,11,0.195,283.65,81.56,1.49,41.5,Kiev
2014,12,0.213,285.56,82.04,2.97,42.49,Kiev
2014,13,0.227,286.99,82.16,4.96,43.55,Kiev
2014,14,0.244,288.21,81.66,6.58,44.12,Kiev
2014,15,0.266,289.29,80.52,12.43,46.47,Kiev
2014,16,0.291,290.62,78.08,20.69,49.39,Kiev
2014,17,0.321,291.87,76.44,28.68,52.56,Kiev
2014,18,0.348,292.84,73.8,36.99,55.4,Kiev
2014,19,0.376,293.99,71.72,39.76,55.74,Kiev
2014,20,0.4,294.48,69.0,46.34,57.67,Kiev
2014,21,0.422,294.59,68.28,53.08,60.68,Kiev
2014,22,0.441,294.83,69.32,54.06,61.69,Kiev
2014,23,0.463,295.68,75.87,48.54,62.2,Kiev
2014,24,0.479,295.99,80.61,47.53,64.08,Kiev
2014,25,0.487,296.19,82.89,47.86,65.38,Kiev
2014,26,0.487,296.21,81.59,48.48,65.04,Kiev
2014,27,0.485,296.53,80.82,47.12,63.97,Kiev
2014,28,0.482,296.86,80.75,45.92,63.34,Kiev
2014,29,0.478,297.19,81.34,44.68,63.02,Kiev
2014,30,0.471,297.51,81.25,43.93,62.6,Kiev
2014,31,0.46,297.55,78.96,43.71,61.34,Kiev
2014,32,0.445,297.33,75.92,43.48,59.7,Kiev
2014,33,0.428,296.72,71.78,44.14,57.97,Kiev
2014,34,0.409,295.98,67.92,43.62,55.77,Kiev
2014,35,0.389,294.99,66.13,41.99,54.06,Kiev
2014,36,0.371,293.91,66.98,38.44,52.71,Kiev
2014,37,0.355,292.91,70.09,31.38,50.73,Kiev
2014,38,0.336,291.56,70.79,25.98,48.38,Kiev
2014,39,0.312,289.61,68.79,27.03,47.9,Kiev
2014,40,0.287,287.3,67.08,31.78,49.43,Kiev
2014,41,0.263,284.79,66.67,36.41,51.54,Kiev
2014,42,0.232,282.39,63.15,34.86,49.0,Kiev
2014,43,0.203,280.62,60.02,27.85,43.94,Kiev
2014,44,0.174,278.72,55.78,20.89,38.33,Kiev
2014,45,0.153,275.7,55.34,25.86,40.59,Kiev
2014,46,0.131,272.12,52.77,32.34,42.56,Kiev
2014,47,0.109,269.57,47.95,33.98,40.96,Kiev
2014,48,0.094,267.29,44.68,38.66,41.67,Kiev
2014,49,0.086,264.94,42.52,42.91,42.7,Kiev
2014,50,0.085,263.01,47.17,44.44,45.8,Kiev
2014,51,0.084,262.26,50.85,40.66,45.75,Kiev
2014,52,0.082,262.15,53.18,37.42,45.3,Kiev
2011,1,0.033,253.09,30.92,70.58,50.75,Poltava
2011,2,0.03,253.63,28.63,67.12,47.87,Poltava
2011,3,0.03,255.02,29.92,62.64,46.28,Poltava
2011,4,0.032,256.55,30.96,58.53,44.74,Poltava
2011,5,0.034,258.04,32.15,55.75,43.95,Poltava
2011,6,0.04,259.92,34.38,51.09,42.74,Poltava
2011,7,0.047,262.98,34.76,43.38,39.07,Poltava
2011,8,0.053,265.68,33.46,39.44,36.45,Poltava
2011,9,0.064,268.68,36.51,35.71,36.11,Poltava
2011,10,0.08,272.2,40.36,32.24,36.3,Poltava
2011,11,0.094,275.02,42.57,31.23,36.9,Poltava
2011,12,0.11,277.72,45.22,33.1,39.16,Poltava
2011,13,0.126,280.15,47.4,36.41,41.9,Poltava
2011,14,0.146,282.79,49.47,37.19,43.33,Poltava
2011,15,0.171,286.36,49.89,32.59,41.24,Poltava
2011,16,0.197,290.52,48.51,21.37,34.94,Poltava
2011,17,0.227,293.67,47.87,14.99,31.43,Poltava
2011,18,0.262,295.92,48.5,13.25,30.87,Poltava
2011,19,0.303,297.32,49.38,15.67,32.53,Poltava
2011,20,0.346,298.23,51.85,18.92,35.39,Poltava
2011,21,0.387,299.05,58.3,19.36,38.83,Poltava
2011,22,0.419,299.68,63.82,19.13,41.48,Poltava
2011,23,0.439,299.97,67.36,20.89,44.13,Poltava
2011,24,0.448,299.3,67.2,30.97,49.09,Poltava
2011,25,0.457,298.54,71.81,40.92,56.37,Poltava
2011,26,0.468,298.23,78.29,45.14,61.72,Poltava
2011,27,0.478,298.1,83.63,46.6,65.11,Poltava
2011,28,0.486,298.37,89.52,44.42,66.97,Poltava
2011,29,0.488,298.54,91.61,45.75,68.68,Poltava
2011,30,0.484,298.6,92.4,49.44,70.92,Poltava
2011,31,0.477,298.8,93.22,49.34,71.28,Poltava
2011,32,0.46,298.58,91.19,50.3,70.75,Poltava
2011,33,0.441,298.38,89.33,48.27,68.8,Poltava
2011,34,0.424,298.43,88.76,38.22,63.49,Poltava
2011,35,0.4,298.01,86.03,29.11,57.57,Poltava
2011,36,0.369,297.13,80.81,21.15,50.98,Poltava
2011,37,0.336,295.86,74.52,13.29,43.9,Poltava
2011,38,0.306,294.27,68.92,11.53,40.22,Poltava
2011,39,0.276,292.35,63.97,12.27,38.12,Poltava
2011,40,0.246,290.01,59.71,13.66,36.69,Poltava
2011,41,0.22,287.53,58.26,13.09,35.68,Poltava
2011,42,0.194,284.81,57.11,18.0,37.55,Poltava
2011,43,0.17,282.3,57.86,21.42,39.64,Poltava
2011,44,0.151,280.1,58.96,14.69,36.83,Poltava
2011,45,0.132,277.8,57.87,12.57,35.22,Poltava
2011,46,0.114,275.1,56.79,15.86,36.32,Poltava
2011,47,0.097,271.95,54.39,20.55,37.47,Poltava
2011,48,0.082,268.8,51.21,28.01,39.61,Poltava
2011,49,0.071,265.7,47.69,36.83,42.26,Poltava
2011,50,0.062,263.41,45.15,38.73,41.94,Poltava
2011,51,0.056,261.43,44.55,41.11,42.83,Poltava
2011,52,0.051,259.45,46.11,45.81,45.96,Poltava
2012,1,0.047,257.43,48.91,50.6,49.76,Poltava
2012,2,0.044,255.35,46.41,56.58,51.49,Poltava
2012,3,0.041,254.19,42.23,62.36,52.29,Poltava
2012,4,0.038,254.32,38.28,65.06,51.67,Poltava
2012,5,0.037,255.88,35.18,63.41,49.3,Poltava
2012,6,0.035,257.52,30.19,59.33,44.76,Poltava
2012,7,0.033,258.78,23.34,57.05,40.2,Poltava
2012,8,0.034,260.87,20.33,54.86,37.6,Poltava
2012,9,0.036,263.16,19.13,53.15,36.14,Poltava
2012,10,0.042,265.89,18.79,52.73,35.76,Poltava
2012,11,0.055,269.52,21.99,50.33,36.16,Poltava
2012,12,0.072,273.72,26.61,48.41,37.51,Poltava
2012,13,0.093,278.06,31.78,45.14,38.46,Poltava
2012,14,0.12,282.58,37.66,37.62,37.64,Poltava
2012,15,0.155,287.22,42.77,27.26,35.02,Poltava
2012,16,0.197,291.34,48.72,16.41,32.56,Poltava
2012,17,0.247,294.56,56.24,11.08,33.66,Poltava
2012,18,0.293,296.85,61.3,10.24,35.77,Poltava
2012,19,0.331,298.48,61.47,10.55,36.01,Poltava
2012,20,0.359,299.36,58.62,12.84,35.73,Poltava
2012,21,0.38,299.69,55.81,17.25,36.53,Poltava
2012,22,0.423,301.17,66.87,10.59,38.73,Poltava
2012,23,0.443,301.53,70.33,10.93,40.63,Poltava
2012,24,0.456,301.76,72.28,11.12,41.7,Poltava
2012,25,0.463,301.94,75.03,10.91,42.97,Poltava
2012,26,0.466,301.99,76.06,11.04,43.55,Poltava
2012,27,0.458,302.13,71.94,10.11,41.03,Poltava
2012,28,0.452,302.22,70.61,10.01,40.31,Poltava
2012,29,0.439,301.98,66.6,13.52,40.06,Poltava
2012,30,0.428,301.81,64.94,18.43,41.69,Poltava
2012,31,0.414,301.36,62.9,24.25,43.58,Poltava
2012,32,0.399,300.74,61.22,28.46,44.84,Poltava
2012,33,0.385,299.77,61.6,33.79,47.7,Poltava
2012,34,0.373,298.58,63.57,36.69,50.13,Poltava
2012,35,0.362,297.38,67.42,36.29,51.85,Poltava
2012,36,0.355,296.68,73.44,26.52,49.98,Poltava
2012,37,0.345,295.8,77.82,15.29,46.55,Poltava
2012,38,0.329,294.6,79.05,10.53,44.79,Poltava
2012,39,0.312,293.18,80.29,7.5,43.89,Poltava
2012,40,0.298,291.6,82.83,3.71,43.27,Poltava
2012,41,0.276,289.46,83.52,1.88,42.7,Poltava
2012,42,0.247,286.92,81.7,3.46,42.58,Poltava
2012,43,0.221,284.17,80.96,7.44,44.2,Poltava
2012,44,0.195,281.26,79.76,7.44,43.6,Poltava
2012,45,0.172,278.41,78.25,9.48,43.87,Poltava
2012,46,0.148,275.28,75.4,15.11,45.26,Poltava
2012,47,0.123,272.11,71.2,19.65,45.42,Poltava
2012,48,0.097,268.07,62.39,31.51,46.95,Poltava
2012,49,0.079,264.05,54.0,44.54,49.27,Poltava
2012,50,0.063,260.77,45.63,50.43,48.03,Poltava
2012,51,0.05,257.82,38.01,57.04,47.53,Poltava
2012,52,0.044,255.61,37.86,62.37,50.11,Poltava
2013,1,0.042,252.07,41.68,71.57,56.62,Poltava
2013,2,0.04,252.01,41.6,69.77,55.68,Poltava
2013,3,0.041,252.09,41.74,70.29,56.01,Poltava
2013,4,0.044,253.01,44.76,69.73,57.25,Poltava
2013,5,0.048,255.78,46.82,63.79,55.31,Poltava
2013,6,0.054,258.99,47.1,54.44,50.77,Poltava
2013,7,0.063,262.31,47.3,45.69,46.49,Poltava
2013,8,0.079,266.55,51.41,36.76,44.08,Poltava
2013,9,0.094,270.19,54.69,31.13,42.91,Poltava
2013,10,0.105,272.96,54.26,30.35,42.31,Poltava
2013,11,0.114,274.82,52.42,33.28,42.84,Poltava
2013,12,0.126,277.1,52.44,37.08,44.76,Poltava
2013,13,0.141,279.66,53.65,40.09,46.87,Poltava
2013,14,0.163,283.04,56.35,37.61,46.97,Poltava
2013,15,0.195,286.97,59.17,31.36,45.27,Poltava
2013,16,0.232,290.65,62.1,24.51,43.31,Poltava
2013,17,0.274,293.61,65.45,22.24,43.84,Poltava
2013,18,0.314,295.46,67.53,24.47,45.99,Poltava
2013,19,0.347,296.65,66.24,28.55,47.39,Poltava
2013,20,0.376,297.59,64.55,30.81,47.68,Poltava
2013,21,0.405,298.36,65.95,31.43,48.69,Poltava
2013,22,0.429,298.71,67.83,34.61,51.22,Poltava
2013,23,0.453,298.89,72.58,36.28,54.43,Poltava
2013,24,0.47,299.16,76.3,36.19,56.24,Poltava
2013,25,0.477,299.45,77.38,34.94,56.16,Poltava
2013,26,0.477,299.31,75.68,36.97,56.32,Poltava
2013,27,0.477,299.07,73.48,39.9,56.69,Poltava
2013,28,0.473,298.9,71.05,42.54,56.8,Poltava
2013,29,0.464,298.74,68.45,46.27,57.36,Poltava
2013,30,0.452,298.85,67.2,48.64,57.92,Poltava
2013,31,0.436,299.03,65.19,48.27,56.73,Poltava
2013,32,0.41,298.85,60.66,48.23,54.44,Poltava
2013,33,0.381,298.25,55.65,50.01,52.83,Poltava
2013,34,0.349,297.08,49.69,53.17,51.43,Poltava
2013,35,0.312,294.9,42.32,64.19,53.26,Poltava
2013,36,0.276,292.59,35.1,72.77,53.94,Poltava
2013,37,0.247,290.65,30.96,75.74,53.35,Poltava
2013,38,0.223,288.95,28.66,77.61,53.13,Poltava
2013,39,0.205,287.43,28.7,73.56,51.13,Poltava
2013,40,0.19,285.8,29.86,67.28,48.58,Poltava
2013,41,0.176,284.11,32.65,59.8,46.24,Poltava
2013,42,0.161,282.23,36.76,51.0,43.88,Poltava
2013,43,0.149,280.94,42.11,35.32,38.71,Poltava
2013,44,0.135,279.63,45.7,20.17,32.92,Poltava
2013,45,0.138,278.75,57.13,9.6,33.35,Poltava
2013,46,0.125,276.64,60.24,8.98,34.59,Poltava
2013,47,0.111,274.05,61.96,10.44,36.18,Poltava
2013,48,0.095,270.64,60.49,17.61,39.04,Poltava
2013,49,0.079,267.13,54.08,28.1,41.09,Poltava
2013,50,0.067,264.91,48.73,30.47,39.6,Poltava
2013,51,0.058,262.67,45.97,34.62,40.29,Poltava
2013,52,0.053,260.79,47.83,38.93,43.38,Poltava
2014,1,0.051,258.85,53.44,43.86,48.65,Poltava
2014,2,0.051,257.84,55.07,46.5,50.79,Poltava
2014,3,0.054,257.47,57.54,49.25,53.4,Poltava
2014,4,0.059,258.31,61.87,49.39,55.63,Poltava
2014,5,0.065,260.85,64.2,44.67,54.44,Poltava
2014,6,0.072,264.24,63.7,35.66,49.68,Poltava
2014,7,0.08,267.77,61.17,27.33,44.25,Poltava
2014,8,0.093,272.02,61.79,18.71,40.25,Poltava
2014,9,0.11,276.14,65.12,11.72,38.42,Poltava
2014,10,0.129,280.05,68.11,6.67,37.39,Poltava
2014,11,0.146,283.1,69.38,4.01,36.69,Poltava
2014,12,0.164,285.58,71.12,3.95,37.53,Poltava
2014,13,0.18,287.56,72.1,5.2,38.65,Poltava
2014,14,0.199,289.43,72.73,6.22,39.48,Poltava
2014,15,0.222,291.22,71.39,7.58,39.48,Poltava
2014,16,0.253,293.19,70.93,8.67,39.8,Poltava
2014,17,0.289,295.02,71.82,12.41,42.11,Poltava
2014,18,0.324,296.34,71.78,17.67,44.73,Poltava
2014,19,0.357,297.57,70.56,20.41,45.49,Poltava
2014,20,0.385,298.06,68.38,26.28,47.33,Poltava
2014,21,0.41,297.84,68.94,36.63,52.78,Poltava
2014,22,0.434,297.79,70.82,43.68,57.25,Poltava
2014,23,0.461,298.0,77.65,45.09,61.37,Poltava
2014,24,0.48,298.02,82.02,47.39,64.7,Poltava
2014,25,0.487,297.91,83.35,50.18,66.76,Poltava
2014,26,0.489,297.84,82.41,51.57,66.99,Poltava
2014,27,0.491,298.14,80.69,49.01,64.85,Poltava
2014,28,0.488,298.5,78.14,46.41,62.27,Poltava
2014,29,0.479,299.15,75.55,41.87,58.71,Poltava
2014,30,0.464,299.85,72.64,38.17,55.41,Poltava
2014,31,0.442,300.33,68.28,34.86,51.57,Poltava
2014,32,0.415,300.54,63.25,30.87,47.06,Poltava
2014,33,0.386,300.15,58.11,30.23,44.17,Poltava
2014,34,0.357,299.43,53.85,27.95,40.9,Poltava
2014,35,0.329,298.42,50.49,25.39,37.94,Poltava
2014,36,0.303,297.09,48.15,23.88,36.01,Poltava
2014,37,0.28,295.75,46.42,20.72,33.57,Poltava
2014,38,0.255,294.23,44.18,21.6,32.89,Poltava
2014,39,0.233,292.07,42.13,23.7,32.91,Poltava
2014,40,0.215,289.64,42.28,25.47,33.88,Poltava
2014,41,0.198,287.16,44.22,26.49,35.36,Poltava
2014,42,0.18,284.57,46.57,27.09,36.84,Poltava
2014,43,0.162,282.52,49.41,21.5,35.46,Poltava
2014,44,0.142,280.5,50.1,13.75,31.92,Poltava
2014,45,0.138,278.3,57.37,12.67,35.01,Poltava
2014,46,0.118,274.98,55.76,18.59,37.16,Poltava
2014,47,0.101,271.79,53.97,22.45,38.18,Poltava
2014,48,0.085,268.68,52.02,27.56,39.78,Poltava
2014,49,0.073,265.31,48.61,36.8,42.71,Poltava
2014,50,0.063,262.75,45.39,40.49,42.94,Poltava
2014,51,0.056,260.76,44.44,43.17,43.81,Poltava
2014,52,0.051,259.25,46.37,45.61,45.99,Poltava
